"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0006520","amino acid metabolic process","40/1168","282/18481",1.32274153326301e-06,0.000188575459613906,0.000161727912164141,"Vars1/Psph/Eprs1/Ctps2/Ddc/Adss/Slc38a1/Yars1/Baat/Asns/Shmt2/Txnrd1/Ivd/Slc7a11/Gars1/Gcsh/Psat1/Iars1/Spr/Dpep1/Fars2/Mtr/Ahcy/Atf4/Nars1/Ucp2/Lars1/Aars1/Gfpt1/Tars1/Sars1/Ins2/Cars1/Mars1/Cad/Pycr1/Gls/Iffo2/Aldh4a1/Aldh18a1",40,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0002791","regulation of peptide secretion","40/1168","283/18481",1.44868144438917e-06,0.000201366720770094,0.000172698077449551,"Glp1r/Hnf1a/Pfkl/Gnaz/Ildr1/Sytl4/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Hdac1/Pex5l/Dynll1/Pde3b/Slc2a2/Foxa2/Anxa5/Nlgn2/Ucp2/Baiap3/Pck2/Gnao1/Slc16a1/Nucb2/Kcnj11/Slc9b2/Irs2/Nnat/Pim3/Ffar3/Npy/Pdx1/Adra2a/Sri/Chga/Gck/Sox4/Camk2n1",40,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0034284","response to monosaccharide","46/1168","348/18481",1.64290859473596e-06,0.000217489804445999,0.000186525712635436,"Mapk14/Glp1r/Hnf1a/Pfkl/Fis1/Tra2b/Pfkfb2/Pax6/Slc30a8/Prkaca/Gcg/Smarca4/Nampt/Slc39a14/Casp3/Pcsk1/Dynll1/Slc37a4/Pde3b/Slc2a2/Ins1/Foxa2/Fn1/Slc2a5/Ucp2/Baiap3/Gas6/Pck2/Ptprn/Pklr/Nucb2/Kcnj11/Txnip/Slc9b2/Irs2/Nnat/Ptk2b/Pim3/Mlxipl/Pdx1/Adra2a/Sri/Rack1/Gck/Sox4/Camk2n1",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046883","regulation of hormone secretion","46/1168","348/18481",1.64290859473596e-06,0.000217489804445999,0.000186525712635436,"Glp1r/Hnf1a/Pfkl/Gnaz/Ildr1/Sytl4/Pfkfb2/Slc30a8/Crhr1/Prkaca/Gna11/Gcg/Snap25/Scg5/Hdac1/Pex5l/Dynll1/Pde3b/Slc2a2/Vamp8/Foxa2/P2ry1/Anxa5/Nlgn2/Ucp2/Baiap3/Pck2/Gnao1/Slc16a1/Nucb2/Kcnj11/Slc9b2/Irs2/Nnat/Pim3/Ffar3/Npy/Pdx1/Adra2a/Sri/Chga/Vdr/Gck/Sox4/Tac1/Camk2n1",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0090087","regulation of peptide transport","40/1168","285/18481",1.73467782296444e-06,0.000222389076737829,0.000190727473991361,"Glp1r/Hnf1a/Pfkl/Gnaz/Ildr1/Sytl4/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Hdac1/Pex5l/Dynll1/Pde3b/Slc2a2/Foxa2/Anxa5/Nlgn2/Ucp2/Baiap3/Pck2/Gnao1/Slc16a1/Nucb2/Kcnj11/Slc9b2/Irs2/Nnat/Pim3/Ffar3/Npy/Pdx1/Adra2a/Sri/Chga/Gck/Sox4/Camk2n1",40,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903050","regulation of proteolysis involved in protein catabolic process","35/1168","234/18481",1.75991355691807e-06,0.000222389076737829,0.000190727473991361,"Gna12/Mapk9/Trib1/Rpl23/Wfs1/Prkaca/Rybp/Mdm2/Trib3/Nfe2l1/Rnf19a/Psmc5/Fbxw7/Nop53/Csnk1e/Map1a/Usp14/N4bp1/Dlgap1/Agtpbp1/Herpud1/Rnf185/Gabarapl2/Efna1/Rpl5/Ptk2b/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Gba1/Psmd10/Rack1/Ubb",35,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0009306","protein secretion","54/1168","438/18481",1.88836273507942e-06,0.000233317706823146,0.000200100191576837,"Glp1r/Hnf1a/Pfkl/Gnaz/Vgf/Dnm1l/Tgfb2/Sytl4/Pfkfb2/Sel1l/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Cyp51/Rab3b/Hdac1/Pcsk1/Dynll1/Pde3b/Rab3d/Slc2a2/Ins1/Vamp8/Foxa2/Anxa5/Rab8a/Nlgn2/Slc12a2/Syt4/Ucp2/Baiap3/Pck2/Rab3a/Gnao1/Ptprn/Slc16a1/Ins2/Kcnj11/Slc9b2/Irs2/Gpr119/Nnat/Pim3/Myo18a/Ffar3/Pdx1/Adra2a/Sri/Chga/Gck/Sox4/Camk2n1",54,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0099003","vesicle-mediated transport in synapse","39/1168","277/18481",2.15290107244481e-06,0.000256705242445153,0.000220158036402223,"Git2/Atp2a2/Dnm1l/Snap29/Atp6v1a/Nlgn3/Calm1/Ddc/Prkaca/Snap25/Rap1b/Prepl/Rab3b/Atp6v1e1/Slc18a1/Bin1/P2ry1/Rab8a/Stxbp1/Nlgn2/Ap2s1/Calm3/Slc2a4/Syt4/Pfn2/Cltb/Sncb/Rab3a/Pip5k1c/Sv2a/Btbd8/Pls3/Atp6v1h/Actb/Ap1s2/Npy/Cacna1a/Cdk5r1/Ap1g1",39,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0035592","establishment of protein localization to extracellular region","54/1168","440/18481",2.16999035879896e-06,0.000256705242445153,0.000220158036402223,"Glp1r/Hnf1a/Pfkl/Gnaz/Vgf/Dnm1l/Tgfb2/Sytl4/Pfkfb2/Sel1l/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Cyp51/Rab3b/Hdac1/Pcsk1/Dynll1/Pde3b/Rab3d/Slc2a2/Ins1/Vamp8/Foxa2/Anxa5/Rab8a/Nlgn2/Slc12a2/Syt4/Ucp2/Baiap3/Pck2/Rab3a/Gnao1/Ptprn/Slc16a1/Ins2/Kcnj11/Slc9b2/Irs2/Gpr119/Nnat/Pim3/Myo18a/Ffar3/Pdx1/Adra2a/Sri/Chga/Gck/Sox4/Camk2n1",54,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043039","tRNA aminoacylation","13/1168","45/18481",2.61709109478398e-06,0.000303146385145811,0.000259987339021304,"Vars1/Eprs1/Yars1/Gars1/Iars1/Fars2/Nars1/Lars1/Aars1/Tars1/Sars1/Cars1/Mars1",13,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032535","regulation of cellular component size","51/1168","412/18481",3.22793283877115e-06,0.000363414645141798,0.000311675187900861,"Ssh1/Rap1gap2/Nherf1/Pfn1/Flii/Npm1/Kcnma1/Sema3e/Capzb/Chmp3/Rab3b/Arpc3/Sh3bp1/Rpl4/Dpysl2/Swap70/Mtpn/Dbnl/Bin1/Capza1/Sema4d/Fn1/Arpc2/Vil1/Slc12a2/Cotl1/Nck2/Pfn2/Cdhr2/Lars1/Myo3a/Ntrk3/Ssh3/Gsn/Vegfa/Slc12a4/Cdh1/Cfl1/Als2/Ptk2b/Akt1/Atp2b2/Rtn4r/Tmsb15b2/Hax1/Sema6b/Dcx/Islr2/Cdh4/Hsp90aa1/Rapgef3",51,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071692","protein localization to extracellular region","54/1168","446/18481",3.26811731242624e-06,0.000363414645141798,0.000311675187900861,"Glp1r/Hnf1a/Pfkl/Gnaz/Vgf/Dnm1l/Tgfb2/Sytl4/Pfkfb2/Sel1l/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Cyp51/Rab3b/Hdac1/Pcsk1/Dynll1/Pde3b/Rab3d/Slc2a2/Ins1/Vamp8/Foxa2/Anxa5/Rab8a/Nlgn2/Slc12a2/Syt4/Ucp2/Baiap3/Pck2/Rab3a/Gnao1/Ptprn/Slc16a1/Ins2/Kcnj11/Slc9b2/Irs2/Gpr119/Nnat/Pim3/Myo18a/Ffar3/Pdx1/Adra2a/Sri/Chga/Gck/Sox4/Camk2n1",54,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043038","amino acid activation","13/1168","46/18481",3.43828146617401e-06,0.000374840097096617,0.000321473994670139,"Vars1/Eprs1/Yars1/Gars1/Iars1/Fars2/Nars1/Lars1/Aars1/Tars1/Sars1/Cars1/Mars1",13,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051952","regulation of amine transport","23/1168","127/18481",4.21687748617672e-06,0.000450881515829665,0.000386689372720254,"Adora2b/Slc43a2/Crhr1/Slc38a1/Slc38a2/Syt13/Rab3b/Dpysl2/Slc18a1/Nr3c1/P2ry1/Stxbp1/Slc12a2/Slc38a3/Syt4/Slc7a5/Cck/Rab3a/Sv2a/Ffar3/Chga/Cacna1a/Gck",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0015837","amine transport","24/1168","137/18481",4.79702717866563e-06,0.00049026174263391,0.000420463024258162,"Adora2b/Slc43a2/Ddc/Crhr1/Slc38a1/Slc38a2/Syt13/Rab3b/Dpysl2/Slc18a1/Nr3c1/P2ry1/Stxbp1/Slc12a2/Slc38a3/Syt4/Slc7a5/Cck/Rab3a/Sv2a/Ffar3/Chga/Cacna1a/Gck",24,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0000101","sulfur amino acid transport","7/1168","13/18481",4.84357785805375e-06,0.00049026174263391,0.000420463024258162,"Slc43a2/Slc1a4/Nfe2l1/Slc7a11/Slc3a2/Slc7a5/Ctns",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043524","negative regulation of neuron apoptotic process","32/1168","214/18481",4.84971148288939e-06,0.00049026174263391,0.000420463024258162,"Glp1r/Rad21/Npm1/Crhr1/Wfs1/Sema3e/Hdac1/Hyou1/Barhl1/Il6st/Hspd1/Stxbp1/Hras/Atf4/Ucp2/Sncb/Aars1/Vegfa/Gpi/Jun/Ptk2b/Nrbp2/Pycr1/Hdgf/Faim2/Cntfr/Gba1/Cacna1a/Cebpb/Tyro3/Pcdhgc3/Pcdhgc5",32,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061136","regulation of proteasomal protein catabolic process","30/1168","195/18481",5.32221844143429e-06,0.000528420259542405,0.000453188901122131,"Gna12/Mapk9/Trib1/Wfs1/Prkaca/Rybp/Mdm2/Trib3/Nfe2l1/Rnf19a/Psmc5/Fbxw7/Nop53/Csnk1e/Map1a/Usp14/N4bp1/Dlgap1/Herpud1/Rnf185/Gabarapl2/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Gba1/Psmd10/Rack1/Ubb",30,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0008306","associative learning","23/1168","129/18481",5.54113214421854e-06,0.000540503416172896,0.000463551774945706,"Glp1r/Kit/Nlgn3/Abl2/Crhr1/Actr2/Snap25/Fos/Slc7a11/Pgrmc1/Map1a/Synpo/Shank1/Cck/Atp1a3/Neurod2/Ctns/Ap1s2/Shank2/Tuba1a/Rapgef3/Tac1/Fosl2",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051047","positive regulation of secretion","52/1168","437/18481",8.13971025696715e-06,0.000780289466012713,0.000669199409511093,"Glp1r/Hnf1a/Dnm1l/Ildr1/Tgfb2/Mapk9/Adora2b/Sytl4/Pfkfb2/Slc30a8/Crhr1/Prkaca/Gna11/Gcg/Snap25/Mif/Dpysl2/Pcsk1/Pex5l/Dynll1/Rab3d/Slc2a2/Slc18a1/Ins1/Rab7a/Vamp8/Nr3c1/P2ry1/Acsl3/Stxbp1/Nlgn2/Slc12a2/Syt4/Baiap3/Pck2/Cck/Rab3a/Ins2/Nucb2/Irs2/Nnat/Myo18a/Cdk5r2/Npy/Pdx1/Sri/Vdr/Gck/Sox4/Tac1/Camk2n1/Ap1g1",52,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043254","regulation of protein-containing complex assembly","52/1168","438/18481",8.68485330496336e-06,0.00078357649395293,0.00067201846225043,"Jmjd6/Ssh1/Clip1/Hes1/Mapk9/Pfn1/Flii/Togaram1/Ncln/Rap1b/Capzb/Septin8/Cand1/Dact1/Arpc3/Fnip1/Lmo4/Dctn1/Palld/Mtpn/Dbnl/Bin1/Nop53/Capza1/Arpc2/Vil1/Stxbp1/Epn1/Cotl1/Nck2/Rps3/Pfn2/Hspa5/Ssh3/Gsn/Cck/Rab3a/Vegfa/Rpl13a/Cfl1/Arl2/Ppp2r5b/Ptk2b/Ncam1/Vcp/Tbcd/Tmsb15b2/Hax1/Tubb4a/Gba1/Rack1/Hsp90aa1",52,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0016051","carbohydrate biosynthetic process","31/1168","210/18481",8.86237193534335e-06,0.00078357649395293,0.00067201846225043,"Parp1/Atf3/Prkaca/Gcg/Slc39a14/Slc37a4/Ppp1r3b/Nln/Hs2st1/Nr3c1/P2ry1/Tpi1/Atf4/Eno1/St3gal2/Ppp1r3c/Gfpt1/Pck2/Gapdh/Igf2/Ins2/Fut1/Gpi/Irs2/Ptk2b/Akt1/RGD1563601/LOC500959/Pgk1/B4galt1/Gck",31,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903828","negative regulation of protein localization","36/1168","262/18481",9.13969399791986e-06,0.00078357649395293,0.00067201846225043,"Ppp2r5a/Pfkl/Gnaz/Naca/Sytl4/Chp1/Maged1/Insig1/Dnaja1/Cyp51/Hdac1/Mrap2/Pde3b/Sapcd2/Ndfip1/Map1a/Anxa5/Lzts2/Syt4/Ucp2/Tp53inp2/Gnao1/Cdh1/Ins2/Wnk4/Kcnj11/Tmem98/Lman1/Akt1/Pim3/Vcp/Ffar3/Ppm1f/Adra2a/Chga/Mdfic",36,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006735","NADH regeneration","7/1168","14/18481",9.15733979518667e-06,0.00078357649395293,0.00067201846225043,"Pfkl/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061621","canonical glycolysis","7/1168","14/18481",9.15733979518667e-06,0.00078357649395293,0.00067201846225043,"Pfkl/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061718","glucose catabolic process to pyruvate","7/1168","14/18481",9.15733979518667e-06,0.00078357649395293,0.00067201846225043,"Pfkl/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0140448","signaling receptor ligand precursor processing","10/1168","30/18481",9.16051656599648e-06,0.00078357649395293,0.00067201846225043,"Ero1b/Slc30a8/Pcsk2/Scg5/Pcsk1/Pcsk6/Ins2/P4hb/Cpe/Pcsk1n",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006984","ER-nucleus signaling pathway","12/1168","43/18481",9.42663519304737e-06,0.000794122601111263,0.000681063116818255,"Atp2a2/Wfs1/Eif2ak3/Ddit3/Insig1/Nck2/Atf4/Hspa5/Ins2/Atf6/Ppp1r15b/Arhgef10l",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071364","cellular response to epidermal growth factor stimulus","14/1168","58/18481",1.10294566469905e-05,0.000915280282944283,0.00078497154141189,"Myc/Zfp36l2/Fos/Knstrn/Eef1a1/Arpc2/Vil1/Ncl/Cfl1/Mars1/Cad/Akt1/Errfi1/Zfp36",14,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0007612","learning","30/1168","203/18481",1.20282833802995e-05,0.000974547451805945,0.000835800824816534,"Glp1r/Slc8a2/Kit/Nlgn3/Abl2/Crhr1/Actr2/Snap25/Fos/Slc7a11/Ctnnd2/Pgrmc1/Map1a/Synpo/Shank1/Cck/Atp1a3/Nrxn2/Jun/Gpr88/Neurod2/Ctns/Mapk8ip2/Ap1s2/Shank2/Tuba1a/Rapgef3/Gabrb3/Tac1/Fosl2",30,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051592","response to calcium ion","29/1168","193/18481",1.20942039882392e-05,0.000974547451805945,0.000835800824816534,"Rasa4/Itpkb/Calm1/Kcnma1/Alg2/Syt13/Fos/Kcnmb2/Anxa11/Pcsk1/Nr3c1/Anxa5/Dpep1/Calm3/Syt4/Hspa5/Jund/Rbm12/Rasgrp2/Txnip/Jun/Ptk2b/Neurod2/CYTB/Cpne2/Slc25a23/Tuba1a/Vdr/Junb",29,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0007611","learning or memory","44/1168","353/18481",1.26221527859961e-05,0.00100255956414483,0.000859824843918228,"Glp1r/Slc8a2/Rcan1/Kit/Nlgn3/Abl2/Pax6/Lmx1a/Crhr1/Actr2/Snap25/Fos/Slc7a11/Rcan2/Casp3/Ctnnd2/Pgrmc1/Map1a/Slc2a4/Syt4/Synpo/Shank1/Cck/Atp1a3/Igf2/Nrxn2/Gpi/Jun/Gpr88/Neurod2/Ctns/Ncam1/Mapk8ip2/Ap1s2/Shank2/Tuba1a/Cebpb/Adcy1/Rapgef3/Gabrb3/Ccnd2/Tac1/Camk2n1/Fosl2",44,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071322","cellular response to carbohydrate stimulus","34/1168","246/18481",1.41569257607274e-05,0.00110862686238936,0.000950791307577395,"Hnf1a/Fis1/Tra2b/Pax6/Myc/Prkaca/Gcg/Smarca4/Slc39a14/Dynll1/Pde3b/Slc2a2/Ins1/Foxa2/Fn1/Slc2a5/Ucp2/Baiap3/Gas6/Pck2/Ptprn/Kcnj11/Slc9b2/Irs2/Pim3/Mlxipl/Pdx1/Adra2a/Sri/Rack1/Gck/Sox4/Map2k3/Camk2n1",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2001233","regulation of apoptotic signaling pathway","52/1168","447/18481",1.53549971258285e-05,0.00118574700027231,0.00101693182719303,"Tpt1/Fis1/Dnm1l/Tgfb2/Mapk9/Parp1/Nherf1/Atf3/Rpl26/G2e3/Myc/Wfs1/Gcg/G0s2/Eif2ak3/Mdm2/Mif/Maged1/Ddit3/Dnaja1/Txndc12/Hdac1/Fbxw7/Hyou1/Siah2/Ghitm/Pdia3/Scg2/Rb1/Gnai2/Nck2/Rps3/Atf4/Eno1/Herpud1/Vegfa/Dapk3/Syvn1/Atad5/Akt1/Grina/Mapk8ip2/Pycr1/P4hb/Faim2/Pdx1/Psmd10/Rack1/Maz/Ubb/Rtkn2/Tnfsf10",52,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0061615","glycolytic process through fructose-6-phosphate","8/1168","20/18481",1.57802797473357e-05,0.00120189527938612,0.0010307810707344,"Pfkl/Prkaca/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1",8,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0062012","regulation of small molecule metabolic process","46/1168","379/18481",1.61369528582437e-05,0.00120407927179743,0.00103265412745974,"Hnf1a/Fis1/Por/Pdk1/Dnm1l/Kit/Mapk9/Adora2b/Parp1/Mid1ip1/Myc/Prkaca/Gcg/Kcnma1/Eif2ak3/Mif/Insig1/Cyp51/Trib3/Nfe2l1/Slc7a11/Scp2/Nln/Fabp3/Fgf1/Nr3c1/P2ry1/Eno1/Pfkfb3/Mlx/Igf2/Ins2/Nucb2/Ceacam1/Rorc/Arl2/Irs2/Ptk2b/Akt1/Vcp/Ttc39b/Fdps/Mlxipl/Cacna1a/Ddit4/Gck",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1990778","protein localization to cell periphery","48/1168","402/18481",1.64142296669973e-05,0.00120407927179743,0.00103265412745974,"Ppp2r5a/Clip1/Arl6/Nectin3/Cnst/Nherf1/Snap25/Prepl/Rab3b/Dennd4c/Gga1/Ift80/Mrap2/Scp2/Rab3d/Rab7a/Vamp8/Pgrmc1/Efr3b/Sapcd2/Exoc5/P2ry1/Abca2/C2cd5/Rab8a/Acsl3/Myl12a/Vil1/Stxbp1/Hras/Gas6/Ptch1/Rab3a/Ramp1/Cdh1/Ins2/Ramp2/Wnk4/Kcnj11/Akt1/Nfasc/Actb/Atp2c2/Psmd10/Rack1/Scn3b/Iqsec2/Lhfpl4",48,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","21/1168","119/18481",1.64586375281663e-05,0.00120407927179743,0.00103265412745974,"Tpt1/G2e3/Wfs1/Gcg/Mdm2/Mif/Dnaja1/Txndc12/Hdac1/Hyou1/Atf4/Eno1/Herpud1/Syvn1/Atad5/Akt1/Grina/Pycr1/Pdx1/Rack1/Rtkn2",21,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032386","regulation of intracellular transport","46/1168","380/18481",1.72648954673513e-05,0.00124665998439576,0.0010691726106234,"Mapk14/Fis1/Ube2l3/Dnajc27/Chp1/Prkaca/Ywhae/Dync1h1/Mdm2/Insig1/Chmp3/Septin8/Nefh/Ifi27/Anp32b/Dctn1/Fbxw7/Ipo5/Scp2/Dnajc13/Pgap1/Abca2/Arpc2/C2cd5/Arhgap1/Hras/Nsun2/Tcaf1/Gas6/Nolc1/Kif20b/Cdh1/Cnih2/Inpp5f/Lman1/Trim28/Mief2/Usp36/Scfd1/Mdfic/Edem1/Hsp90aa1/Rapgef3/Rhou/Cdk5r1/Ubl5",46,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1903305","regulation of regulated secretory pathway","26/1168","167/18481",1.78318801471607e-05,0.0012710929951053,0.00109012708591954,"Git2/Atp2a2/Dnm1l/Snap29/Adora2b/Calm1/Crhr1/Rap1b/Prepl/Syt13/Rab3d/Vamp8/P2ry1/Stxbp1/Gnai2/Calm3/Syt4/Pfn2/Baiap3/Rab3a/Ceacam1/Cdk5r2/Npy/Adra2a/Cacna1a/Ap1g1",26,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006007","glucose catabolic process","9/1168","26/18481",1.82637015460024e-05,0.00127360483344539,0.00109228131304575,"Pfkl/Pfkfb2/Pkm/Tpi1/Pfkp/Eno1/Gapdh/Pgk1/Gck",9,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071331","cellular response to hexose stimulus","32/1168","228/18481",1.8325249402092e-05,0.00127360483344539,0.00109228131304575,"Hnf1a/Fis1/Tra2b/Pax6/Prkaca/Gcg/Smarca4/Slc39a14/Dynll1/Pde3b/Slc2a2/Ins1/Foxa2/Fn1/Slc2a5/Ucp2/Baiap3/Gas6/Pck2/Ptprn/Kcnj11/Slc9b2/Irs2/Pim3/Mlxipl/Pdx1/Adra2a/Sri/Rack1/Gck/Sox4/Camk2n1",32,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0042176","regulation of protein catabolic process","45/1168","370/18481",1.8878970496317e-05,0.00129588982666077,0.00111139358477344,"Gna12/Psmd2/Mapk9/Trib1/Wfs1/Prkaca/Rybp/Mdm2/Cyp51/Trib3/Vgll4/Dact1/Nfe2l1/Gga1/Rnf19a/Psmc5/Fbxw7/Sh3d19/Rab7a/Nop53/Csnk1e/Ndfip1/Map1a/Abca2/Usp14/N4bp1/Dlgap1/Psmd1/Herpud1/Rnf185/Gabarapl2/Cdh1/Ins2/Psmd3/Cdc20/Akt1/Usp13/Vcp/Csnk1d/Adra2a/Gba1/Psmd10/Rack1/Hsp90aa1/Ubb",45,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0050714","positive regulation of protein secretion","28/1168","188/18481",2.00668208913352e-05,0.0013448855797068,0.00115341379706017,"Glp1r/Hnf1a/Dnm1l/Tgfb2/Sytl4/Pfkfb2/Slc30a8/Prkaca/Gna11/Gcg/Snap25/Pcsk1/Dynll1/Slc2a2/Ins1/Vamp8/Nlgn2/Baiap3/Pck2/Ins2/Irs2/Nnat/Myo18a/Pdx1/Sri/Gck/Sox4/Camk2n1",28,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0090316","positive regulation of intracellular protein transport","27/1168","178/18481",2.00765293373498e-05,0.0013448855797068,0.00115341379706017,"Mapk14/Fis1/Ube2l3/Chp1/Prkaca/Ywhae/Mdm2/Anp32b/Dctn1/Fbxw7/Ipo5/Arpc2/C2cd5/Hras/Tcaf1/Gas6/Kif20b/Cdh1/Trim28/Mief2/Usp36/Edem1/Hsp90aa1/Rapgef3/Rhou/Cdk5r1/Ubl5",27,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0050890","cognition","47/1168","394/18481",2.0540440241735e-05,0.00135568178560863,0.00116267294373478,"Glp1r/Slc8a2/Rcan1/Kit/Nlgn3/Abl2/Pax6/Lmx1a/Crhr1/Actr2/Slc1a4/Snap25/Fos/Slc7a11/Rcan2/Casp3/Ctnnd2/Pgrmc1/Tusc3/Map1a/Slc2a4/Syt4/Synpo/Shank1/Cck/Atp1a3/Igf2/Nrxn2/Gpi/Jun/Gpr88/Neurod2/Ctns/Ncam1/Mapk8ip2/Ap1s2/Shank2/Magt1/Tuba1a/Cebpb/Adcy1/Rapgef3/Gabrb3/Ccnd2/Tac1/Camk2n1/Fosl2",47,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006094","gluconeogenesis","18/1168","94/18481",2.08101495898701e-05,0.00135568178560863,0.00116267294373478,"Atf3/Prkaca/Gcg/Slc39a14/Slc37a4/Nln/Nr3c1/Tpi1/Atf4/Eno1/Pck2/Gapdh/Ins2/Gpi/RGD1563601/LOC500959/Pgk1/Gck",18,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","15/1168","69/18481",2.0969178698263e-05,0.00135568178560863,0.00116267294373478,"Wfs1/Eif2ak3/Ddit3/Trib3/Txndc12/Hyou1/Chac1/Nck2/Atf4/Herpud1/Ins2/Syvn1/Grina/Pdx1/Cebpb",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","6/1168","11/18481",2.20626941705042e-05,0.00140998367342533,0.00120924385471729,"Atf3/Eif2ak3/Ddit3/Atf4/Atf6/Cebpb",6,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0072659","protein localization to plasma membrane","40/1168","317/18481",2.32450035849531e-05,0.00146866159014022,0.00125956777798849,"Ppp2r5a/Arl6/Nectin3/Cnst/Nherf1/Prepl/Rab3b/Dennd4c/Gga1/Mrap2/Scp2/Rab3d/Rab7a/Vamp8/Pgrmc1/Efr3b/Exoc5/P2ry1/C2cd5/Rab8a/Acsl3/Myl12a/Vil1/Stxbp1/Gas6/Ptch1/Rab3a/Ramp1/Cdh1/Ins2/Ramp2/Wnk4/Kcnj11/Akt1/Nfasc/Actb/Atp2c2/Psmd10/Rack1/Scn3b",40,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
